,Text,Difficulty,Difficulty Annotator 1,Difficulty Annotator 2,Difficulty Annotator 3
586,"Les incidents sont disposés et gradués vers le point culminant et l'effet de la fin, qui est un événement capital et décisif, satisfaisant toutes les curiosités éveillées au début, mettant une barrière à l'intérêt, et terminant si complètement l'histoire racontée qu'on ne désire plus savoir ce que deviendront, le lendemain, les personnages les plus attachants.",,C1,C1,C1
587,"Le romancier, au contraire, qui prétend nous donner une image exacte de la vie, doit éviter avec soin tout enchaînement d'événements qui paraîtrait exceptionnel.",,C1,C1,C1
588,"Son but n'est point de nous raconter une histoire, de nous amuser ou de nous attendrir, mais de nous forcer à penser, à comprendre le sens profond et caché des événements.",,C1,C1,C1
589,"A force d'avoir vu et médité il regarde l'univers, les choses, les faits et les hommes d'une certaine façon qui lui est propre et qui résulte de l'ensemble de ses observations réfléchies.",,C1,C1,C1
590,C'est cette vision personnelle du monde qu'il cherche à nous communiquer en la reproduisant dans un livre.,,C1,C1,C1
591,"Pour nous émouvoir, comme il l'a été lui-même par le spectacle de la vie, il doit la reproduire devant nos yeux avec une scrupuleuse ressemblance.",,C1,C1,C1
592,"Il devra donc composer son oeuvre d'une manière si adroite, si dissimulée, et d'apparence si simple, qu'il soit impossible d'en apercevoir et d'en indiquer le plan, de découvrir ses intentions.",,C1,C1,C1
593,"Au lieu de machiner une aventure et de la dérouler de façon à la rendre intéressante, jusqu'au dénouement, il prendra son ou ses personnages à une certaine période de leur existence et les conduira, par des transitions naturelles, jusqu'à la période suivante.",,C1,C1,C1
594,"Il montrera de cette façon, tantôt comment les esprits se modifient sous l'influence des circonstances environnantes, tantôt comment se développent les sentiments et les passions, comment on s'aime, comment on se hait, comment on se combat dans tous les milieux sociaux, comment luttent les intérêts bourgeois, les intérêts d'argent, les intérêts de famille, les intérêts politiques.",,C1,C1,C1
595,"L'habileté de son plan ne consistera donc point dans l'émotion ou dans le charme, dans un début attachant ou dans une catastrophe émouvante, mais dans le groupement adroit de petits faits constants d'où se dégagera le sens définitif de l'oeuvre.",,C1,C1,C1
596,"S'il fait tenir dans trois cents pages dix ans d'une vie pour montrer quelle a été, au milieu de tous les êtres qui l'ont entourée, sa signification particulière et bien caractéristique, il devra savoir éliminer, parmi les menus événements innombrables et quotidiens, tous ceux qui lui sont inutiles, et mettre en lumière, d'une façon spéciale, tous ceux qui seraient demeurés inaperçus pour des observateurs peu clairvoyants et qui donnent au livre sa portée, sa valeur d'ensemble.",,C1,C1,C1
597,"On comprend qu'une semblable manière de composer, si différente de l'ancien procédé visible à tous les yeux; déroute souvent les critiques, et qu'ils ne découvrent pas tous les fils si minces, si secrets, presque invisibles, employés par certains artistes modernes à la place de la ficelle unique qui avait nom : l'Intrigue.",,C1,C1,C1
598,"En somme, si le Romancier d'hier choisissait et racontait les crises de la vie, les états aigus de l'âme et du coeur, le Romancier d'aujourd'hui écrit l'histoire du coeur, de l'âme et de l'intelligence à l'état normal.",,C1,C1,C1
599,"Pour produire l'effet qu'il poursuit, c'est-à-dire l'émotion de la simple réalité et pour dégager l'enseignement artistique qu'il en veut tirer, c'est-à-dire la révélation de ce qu'est véritablement l'homme contemporain devant ses yeux, il devra n'employer que des faits d'une vérité irrécusable et constante.",,C1,C1,C1
600,"Mais en se plaçant au point de vue même de ces artistes réalistes, on doit discuter et contester leur théorie qui semble pouvoir être résumée par ces mots : Rien que la vérité et toute la vérit.",,C1,C1,C1
601,"Leur intention étant de dégager la philosophie de certains faits constants et courants, ils devront souvent corriger les événements au profit de la vraisemblance et au détriment de la vérité, car le vrai peut quelquefois n'être pas vraisemblable.",,C1,C1,C1
602,"Le réaliste, s'il est un artiste, cherchera, non pas à nous montrer la photographie banale de la vie, mais à nous en donner la vision plus complète, plus saisissante, plus probante que la réalité même.",,C1,C1,C1
603,"Raconter tout serait impossible, car il faudrait alors un volume au moins par journée, pour énumérer les multitudes d'incidents insignifiants qui emplissent notre existence.",,C1,C1,C1
604,"Un choix s'impose donc, ce qui est une première atteinte à la théorie de toute la vérité.",,C1,C1,C1
605,"La vie, en outre, est composée des choses les plus différentes, les plus imprévues, les plus contraires, les plus disparates; elle est brutale, sans suite, sans chaîne, pleine de catastrophes inexplicables, illogiques et contradictoires qui doivent être classées au chapitre faits divers.",,C1,C1,C1
606,"Voilà pourquoi l'artiste, ayant choisi son thème, ne prendra dans cette vie encombrée de hasards et de futilités que les détails caractéristiques utiles à son sujet, et il rejettera tout le reste, tout l'à-côté.",,C1,C1,C1
607,Un exemple entre mille : le nombre des gens qui meurent chaque jour par accident est considérable sur la terre.,,C1,C1,C1
608,"Mais pouvons-nous faire tomber une tuile sur la tête d'un personnage principal, ou le jeter sous les roues d'une voiture, au milieu d'un récit, sous prétexte qu'il faut faire la part de l'accident?",,C1,C1,C1
609,"La vie encore laisse tout au même plan, précipite les faits ou les traîne indéfiniment.",,C1,C1,C1
610,"L'art, au contraire, consiste à user de précautions et de préparations, à ménager des transitions savantes et dissimulées; à mettre en pleine lumière, par la seule adresse de la composition, les événements essentiels et à donner à tous les autres le degré de relief qui leur convient, suivant leur importance, pour produire la sensation profonde de la vérité spéciale qu'on veut montrer.",,C1,C1,C1
611,"Faire vrai consiste donc à donner l'illusion complète du vrai, suivant la logique ordinaire des faits, et non à les transcrire servilement dans le pêle-mêle de leur succession.",,C1,C1,C1
612,J'en conclus que les Réalistes de talent devraient s'appeler plutôt des Illusionnistes.,,C1,C1,C1
613,"Quel enfantillage, d'ailleurs, de croire à la réalité puisque nous portons chacun la nôtre dans notre pensée et dans nos organes.",,C1,C1,C1
614,"Nos yeux, nos oreilles, notre odorat, notre goût différents créent autant de vérités qu'il y a d'hommes sur la terre.",,C1,C1,C1
615,"Et nos esprits qui reçoivent les instructions de ces organes, diversement impressionnés, comprennent, analysent et jugent comme si chacun de nous appartenait à une autre race.",,C1,C1,C1
616,"Chacun de nous se fait donc simplement une illusion du monde, illusion poétique, sentimentale, joyeuse, mélancolique, sale ou lugubre suivant sa nature.",,C1,C1,C1
617,Et l'écrivain n'a d'autre mission que de reproduire fidèlement cette illusion avec tous les procédés d'art qu'il a appris et dont il peut disposer.,,C1,C1,C1
618,Illusion du beau qui est une convention humaine!,,C1,C1,C1
619,Illusion du laid qui est une opinion changeante!,,C1,C1,C1
620,Illusion du vrai jamais immuable!,,C1,C1,C1
621,Illusion de l'ignoble qui attire tant d'êtres!,,C1,C1,C1
622,Les grands artistes sont ceux qui imposent à l'humanité leur illusion particulière.,,C1,C1,C1
623,Ne nous fâchons donc contre aucune théorie puisque chacune d'elles est simplement l'expression généralisée d'un tempérament qui s'analyse.,,C1,C1,C1
624,"Au cours des années 1970 et 1980, plusieurs groupes d'environnementalistes de pays industrialisés d'Europe de l'ouest et d'Amérique du Nord ont organisé des campagnes contre la chasse aux baleines et aux phoques.",,C1,C1,C1
625,"Certaines de ces organisations, comme Greenpeace, reconnaissent que les autochtones ont un droit de prendre des animaux et de préserver leur culture.",,C1,C1,C1
626,Ils insistent cependant afin que les animaux soient chassés seulement selon la méthode 'traditionnelle' ce qui exclut l'emploi de fusils de haute portée ou de bateaux mécanisés.,,C1,C1,C1
627,"D'autres, comme le Front de Libération des Animaux (Animal Liberation Front), considèrent la chose du point de vue animal et soutiennent que les animaux ne doivent pas être considérés comme des 'ressources renouvelables' assujetties à l'exploitation humaine.",,C1,C1,C1
628,Ces gens disent parfois que les cultures qui dépendent de la chasse n'ont pas du tout le droit de survivre.,,C1,C1,C1
629,"Ce mouvement tout entier concentre son attention sur la nature, particulièrement la faune sauvage, plutôt que sur l'humanité et la science.",,C1,C1,C1
630,Une autre organisation qui produit sa part d'impact sur les peuples autochtones de la côte est la Commission baleinière internationale.,,C1,C1,C1
631,La Commission a imposé un moratoire international sur la chasse à la baleine et connaît des difficultés à faire la distinction entre la chasse à la baleine à des fins commerciales et la chasse à des fins de subsistance telle que pratiquée par les autochtones pour vivre et se nourrir.,,C1,C1,C1
632,Les peuples des côtes de l'Alaska ont été particulièrement touchés par cette politique.,,C1,C1,C1
633,Les gens du Grand Nord ont toujours valorisé l'autonomie de l'individu.,,C1,C1,C1
634,"Ils ne peuvent travailler dans des usines au milieu de nulle part, et ne veulent pas que leur existence repose sur la sécurité sociale de leurs gouvernements, dans le sud.",,C1,C1,C1
635,"En fait, les peuples de l'Arctique ne peuvent exister indépendamment de leur environnement.",,C1,C1,C1
636,Leur mode de vie repose comme depuis toujours sur la prise d'animaux.,,C1,C1,C1
637,"Sur la côte, ils chassent les phoques et les baleines tandis qu'à l'intérieur des terres, ils y élèvent le renne.",,C1,C1,C1
638,"La chasse leur permet de trouver leur nourriture et de pouvoir acheter les articles nécessaires à la vie quotidienne, comme le kérosène, les médicaments, les fusils, et les billets d'avion.",,C1,C1,C1
639,"Depuis le Grand Nord, la défense des droits des animaux est perçue comme une attaque au cœur de la culture des peuples aborigènes et contre leur droit à l'existence même.",,C1,C1,C1
640,"Cette attaque est menée par des gens qui en savent peu sur la vie du Grand Nord, qui sont eux mêmes très loin du monde des animaux et qui ont le luxe de différentes options quant à la façon dont ils souhaitent euxmêmes vivre.",,C1,C1,C1
641,"Les adeptes de ces campagnes soulignent que les animaux devraient être tués seulement à des fins alimentaires, une politique qui, si elle était appliquée laisserait les autochtones sans la moindre monnaie d'échange pour se procurer des médicaments.",,C1,C1,C1
642,"Au nom du mot 'tradition,' ils demandent que les autochtones se conforment à celles-ci.",,C1,C1,C1
643,"Rosalie Little Thunder, amérindienne sioux Lakota, prie pour que l'hiver ne soit pas trop rigoureux dans le Wyoming.",,C1,C1,C1
644,"Depuis plusieurs années, la présidente de la Seventh Generation Fund, une association de défense des droits autochtones, se bat pour la sauvegarde des bisons du parc de Yellowstone, la seule horde sauvage existant encore aux Etats-Unis.",,C1,C1,C1
645,Chaque hiver constitue une nouvelle menace.,,B2,B2,B2
646,"En 2001, Rosalie a expliqué à l'ONU, auprès du groupe de travail sur les peuples autochtones, en quoi la survie des bisons sauvages est essentielle et symbolique pour les Indiens des plaines.",,C1,C1,C1
647,"Le bison a toujours été un animal sacré pour les Indiens des plaines, crucial dans leur culture.",,C1,C1,C1
648,"Et l'abattage d'un tiers du troupeau de Yellowstone, à l'hiver 1996-1997, par les éleveurs de bétail du Montana, a meurtri les tribus indiennes.",,C1,C1,C1
649,"«Cela a été le pire moment de ma vie», se souvient Rosalie.",,B2,B2,B2
650,Comme un rappel du massacre des quelque 60 millions de bisons orchestré à la fin du XIXe siècle pour venir à bout des «PeauxRouges».,,C1,C1,C1
651,"«Entre 1860 et 1880, les bisons ont été éliminés par les Blancs pour nous enlever ce qui faisait notre vie : le coeur de notre culture, de notre spiritualité, mais aussi notre principale ressource et source d'alimentation».",,C1,C1,C1
652,"En 1880, il n'en reste que quelques centaines aux Etats-Unis.",,B1,B1,B1
653,"Ils se réfugient au Wyoming tandis que les tribus indiennes, affamées et épuisées, se rendent.",,C1,C1,C1
654,"En 1902, pour éviter l'extinction, le parc national de Yellowstone (Wyoming) prend en charge vingt et un bisons : ils deviennent la première espèce animale protégée.",,C1,C1,C1
655,"Année après année, le troupeau prospère jusqu'à compter, en 1996, 3 500 têtes.",,C1,C1,C1
656,"Mais cette année-là, l'hiver est très rude.",,B2,B2,B2
657,Neige épaisse et glace empêchent les bisons d'atteindre l'herbe.,,C1,C1,C1
658,"Leur instinct les pousse à migrer à la recherche de nourriture jusqu'au Montana, qui borde le parc national au nord et à l'ouest.",,C1,C1,C1
659,"Or les éleveurs du Montana craignent que les bisons transmettent à leurs bovins la brucellose, une maladie qui provoque l'avortement.",,C1,C1,C1
660,"Selon les services vétérinaires, la moitié des bisons de Yellowstone ont été exposés à la brucellose.",,C1,C1,C1
661,"Alors, en quelque mois, éleveurs et fonctionnaires du Montana abattent, avec l'accord du parc, plus de 1000 bisons sans même vérifier s'ils sont porteurs de brucellose.",,C1,C1,C1
662,"Les tribus indiennes découvrent le massacre quand, amer détour de l'histoire, les autorités du Montana leur proposent d'en profiter pour s'approvisionner en viande.",,C1,C1,C1
663,"La manière dont on traite les bisons est celle dont on traite les Indiens, dit Rosalie.",,C1,C1,C1
664,"Comme nous, ce sont des survivants.",,B1,B1,B1
665,"Nos prophéties disent que tant qu'il y aura des bisons sauvages, nous survivrons.",,C1,C1,C1
666,"C'est une question de vie ou de mort, martèle Sheila Watt-Cloutier.",,C1,C1,C1
667,On ne sera pas des victimes impuissantes : on va se battre pour notre droit de subsistance.,,C1,C1,C1
668,"Après un discours remarqué, mercredi à Milan, lors de la 9e conférence des Nations unies sur le climat, la présidente de la Conférence circumpolaire des Inuits (CCI) enfonce le clou.",,C1,C1,C1
669,"Elle confirme que l'organisation qui représente 155 000 Inuits du Canada, d'Alaska, du Groenland et de Russie envisage de déposer un recours juridique devant la Commission interaméricaine des droits de l'homme.",,C1,C1,C1
670,"La raison invoquée : la mise en péril du mode de vie ancestral du peuple Inuit, du fait des changements climatiques provoqués par les activités humaines.",,C1,C1,C1
671,"Les gens s'inquiètent de la disparition des ours polaires d'ici 2070 parce qu'ils n'auront plus de banquise où aller chasser le phoque, mais les Inuits aussi font face à l'extinction pour les mêmes raisons et dans le même temps.",,C1,C1,C1
672,"Pour manger, «vous allez au supermarché, nous, nous allons sur la banquise.",,C1,C1,C1
673,Manger ce qu'on chasse est au coeur de ce que signifie être Inuit.,,C1,C1,C1
674,"Quand on ne pourra plus chasser sur la glace, comment allons-nous nous définir ?",,C1,C1,C1
675,"Considérant que leurs droits humains sont violés par les pays qui refusent de signer le protocole de Kyoto (Etats-Unis en tête), les Inuits songent à emprunter la voie juridique en invoquant la Déclaration des droits de l'homme de 1948.",,C1,C1,C1
676,Une manière originale d'aborder la question du réchauffement planétaire qui pourrait inciter au dialogue.,,C1,C1,C1
677,"L'objectif étant de susciter un changement d'attitude et un engagement à long terme, et non d'obtenir une quelconque compensation financière, assure-t-on.",,C1,C1,C1
678,"Un procès, par ailleurs coûteux et technique, n'est pour l'instant pas envisagé Quant à la Commission qui étudiera leur cause, et qui sera invitée à venir constater sur place les impacts humains.",,C1,C1,C1
679,Les Inuits attendent seulement d'elle une déclaration politique.,,C1,C1,C1
680,"On cherche à attirer l'attention du monde entier sur notre situation critique, reconnaît la présidente de la CCI qui parle «d'éduquer» et «d'informer» les citoyens.",,C1,C1,C1
681,"John Keogak, 45 ans, chasseur à Sachs Harbour, reconnaît l'impact médiatique de la mesure, mais entretient peu d'illusions sur son efficacité.",,C1,C1,C1
682,"«Les Etats-Unis ne vont probablement même pas écouter ce qu'on a à dire», soupire-t'il.",,C1,C1,C1
683,"Cette communauté arctique d'une centaine d'âmes, isolée sur une île de la mer de Beaufort, a répertorié les changements observés depuis le début des années 90 : hivers moins rigoureux, hausse du niveau de la mer, formation de la glace plus tard dans la saison et dégel avancé, fonte du permafrost, arrivée de nouvelles espèces animales (rouges-gorges, saumons).",,C1,C1,C1
684,"«Il n'est désormais pas toujours possible d'aller sur la glace au moment des migrations des animaux et donc de pouvoir constituer nos stocks», constate John Keogak, qui s'est déjà retrouvé pris au piège sur une plaque de glace détachée de la banquise.",,C1,C1,C1
685,Il a dérivé pendant deux jours avant d'être secouru.,,B2,B2,B2
686,«Il faut aussi attendre plus longtemps avant que les fourrures des animaux soient d'une épaisseur convenable».,,C1,C1,C1
687,"Lui qui, enfant, suivait sa mère trappeur, peut encore aujourd'hui emmener son fils de 14 ans chasser, mais dit craindre la réduction des quotas de chasse pour les ours polaires.",,C1,C1,C1
688,On se sent menacés.,,A2,A2,A2
689,On ne sait pas à quoi va ressembler demain.,,B2,B2,B2
690,"Tout le monde ici ne parle que du temps qui change, et de la pollution, des voitures, des feux de forêts.",,C1,C1,C1
691,Le recours devant la Commission des droits de l'homme qui devrait être officiellement validé par le conseil de la CCI au printemps pourrait nécessiter d'un à cinq ans de travaux de documentation avant d'être déposé.,,C1,C1,C1
692,Les Inuits espèrent pouvoir s'appuyer sur un rapport qui sera remis en septembre 2004 aux huit pays du Conseil de l'Arctique.,,C1,C1,C1
693,Ce sera l'étude la plus complète sur les changements climatiques régionaux.,,C1,C1,C1
694,"Ce document prévoit, à l'exception de la zone la plus proche du pôle Nord, la disparition des glaces permanentes de l'océan Arctique d'ici à la fin du siècle.",,C1,C1,C1
695,"La 9e conférence des Nations unies sur le climat s'est achevée hier, dans une ambiance mi-figue, mi-raisin.",,C1,C1,C1
696,Tour d'horizon du bilan de ces douze jours de tractations.,,C1,C1,C1
697,C'est l'un des points essentiels du protocole de Kyoto.,,B2,B2,B2
698,"Il prévoit que les plantations de forêts sont déductibles des émissions de gaz à effet de serre (GES), puisque les arbres croissent en pompant le gaz carbonique dans l'air.",,C1,C1,C1
699,Il faut planter deux arbres pour piéger les rejets liés au voyage aller-retour en avion d'une personne entre Milan et New York.,,C1,C1,C1
700,Le sommet de Milan a permis de préciser ce que seront les «puits de carbone».,,C1,C1,C1
701,"Sont éligibles les forêts d'arbres de plus de deux mètres, dont le feuillage recouvre plus du dixième de la surface.",,C1,C1,C1
702,"Les écologistes n'ont pas réussi à faire exclure les plantations ne comportant qu'une seule essence, ni l'utilisation d'espèces «aliens» et de variétés transgéniques.",,C1,C1,C1
703,"En revanche, les Etats pourront refuser l'utilisation de ces arbres OGM en fonction de leur législation.",,C1,C1,C1
704,Une clause qui a provoqué la colère des Etats-Unis.,,C1,C1,C1
705,"Le pays, qui pèse 17 % des émissions de GES, doit impérativement ratifier le protocole de Kyoto pour que celui-ci entre en vigueur.",,C1,C1,C1
706,Moscou a soufflé le chaud et le froid depuis plusieurs jours.,,C1,C1,C1
707,"Certains responsables craignent que le protocole ne handicape la croissance économique, tandis que d'autres mettent en avant les profits que rapporterait la vente de permis de polluer.",,C1,C1,C1
708,"Pour faire pression, l'Italie pourrait investir dans la réduction d'émission de GES en Russie, en cas de ratification.",,C1,C1,C1
709,"De son côté, la délégation américaine a tenté de persuader Moscou de ne pas approuver le texte, arguant que les technologies du futur permettraient de réduire les émissions de GES sans contrainte.",,C1,C1,C1
710,Aucune décision russe n'est attendue avant l'élection présidentielle de mars.,,C1,C1,C1
711,"A Marrakech en 2001, 15 pays avaient décidé de créer un fonds spécial changements climatiques.",,C1,C1,C1
712,"Doté de 410 millions de dollars, il servira à financer l'adaptation des pays du Sud et le développement d'énergies propres.",,C1,C1,C1
713,"Ironie du sort, les richissimes membres de l'Opep souhaitent que ce fonds finance leur «diversification économique», rendue obligatoire par la chute à venir des exportations de pétrole.",,C1,C1,C1
714,Grande-Bretagne et Allemagne refusent de participer si le fonds doit aider ces pays.,,C1,C1,C1
715,La décision finale sera prise lors de la prochaine conférence à Buenos Aires.,,C1,C1,C1
716,"«Nous explorons la meilleure voie légale, probablement via le système interaméricain, en invoquant la déclaration des droits de l'homme de 1948».",,C1,C1,C1
717,"Sheila Watt-Cloutier, présidente de la Conférence circumpolaire des Inuits, a déclaré que les droits des 155 000 Inuits qui vivent au Canada, en Russie, au Groenland.",,C1,C1,C1
718,Les Inuits pourraient porter plainte contre les Etats-Unis.,,B2,B2,B2
719,"L'Organisation mondiale de la santé n'hésite pas à parler d'""épidémie mondiale"".",,C1,C1,C1
720,"Dans les zones urbaines des pays pauvres, les plats gras et sucrés, peu chers et immédiatement disponibles, concurrencent la nourriture traditionnelle, plus coûteuse et plus longue à préparer.",,C1,C1,C1
721,"Toujours durement touchés par l'insuffisance alimentaire, les pays les plus pauvres de la planète souffrent désormais également de son contraire, c'est-à-dire de l'obésité.",,C1,C1,C1
722,La FAO (Organisation pour l'alimentation et l'agriculture) estime que 95 % des personnes victimes de sous-alimentation chronique vivent dans les pays en voie de développement.,,C1,C1,C1
723,"Pour l'un des participants, Francis Delpeuch, directeur de l'unité de recherche nutrition, alimentation et société de l'IRD, à Montpellier (Hérault), l'obésité est un mal nouveau qui frappe désormais les pays en développement, et non plus seulement les pays riches et industrialisés (Europe et Etats-Unis).",,C1,C1,C1
724,"Selon l'Organisation mondiale de la santé (OMS), on comptait environ 200 millions d'obèses dans le monde en 1995.",,C1,C1,C1
725,"Cette évaluation atteindrait aujourd'hui les 300 millions de personnes, dont 115 millions dans les pays en développement.",,C1,C1,C1
726,Ce chiffre devrait encore augmenter dans les prochaines années.,,C1,C1,C1
727,"A tel point que l'organisation internationale n'hésite pas à parler ""d'épidémie mondiale"".",,C1,C1,C1
728,Cette évolution de la surcharge pondérale et de l'obésité est constatée dans toutes les grandes régions du globe.,,C1,C1,C1
729,"En Tunisie, le taux de surpoids est passé d'environ 28 % à 42 % en 1997.",,B1,B1,B1
730,La Chine et l'Inde connaissent depuis dix ans une augmentation du taux de surpoids de 5 %.,,C1,C1,C1
731,"Dans les Caraïbes anglophones, 25 % des hommes et 50 % des femmes sont déjà obèses.",,C1,C1,C1
732,"L'obésité frappe également l'Afrique subsaharienne, où vivent la plupart des populations sous-alimentées du monde (12,1 %), et l'Egypte (33%).",,C1,C1,C1
733,"L'industrialisation de l'alimentation et le manque d'activité physique, associés à l'urbanisation, expliquent pour une grande part le développement de cette épidémie mondiale, que l'on rencontre surtout dans les villes des pays en voie de développement.",,C1,C1,C1
734,"Les populations passent alors d'un régime alimentaire traditionnel reposant sur les céréales, racines ou tubercules, comportant une faible proportion de lipides, peu de produits d'origine animale et une forte teneur en fibres, à une alimentation beaucoup plus riche en sucre, en lipides, en sel et, au total, en calories.",,C1,C1,C1
735,"Ce qui représente un changement considérable pour des populations qui ont, jusqu'à présent, surtout été confrontées à la pénurie.",,C1,C1,C1
736,"Une étude portant sur 133 pays en développement indique que la migration dans les villes peut entraîner jusqu'à un doublement de la consommation de plats gras et sucrés, peu chers et immédiatement disponibles, au détriment d'une nourriture traditionnelle plus coûteuse et nécessitant un temps plus long de préparation.",,C1,C1,C1
737,"Selon les auteurs de l'article Cahiers santé, l'accès facile à des huiles peu onéreuses a joué un rôle prépondérant en raison d'une production industrielle généralisée à bas prix.",,C1,C1,C1
738,Ce qui a entraîné la multiplication par quatre de la consommation des huiles végétales par personne dans le monde au cours des quarante dernières années.,,C1,C1,C1
739,A cela s'ajoute la diminution de l'activité physique.,,B2,B2,B2
740,"L'accès à des moyens de transport, la mécanisation du travail et la sédentarisation, l'augmentation des loisirs passifs, comme le cinéma et la télévision, jouent certainement un rôledans les changements observés dans les pays en voie de développement.",,C1,C1,C1
741,"Malheureusement, seuls les milieux favorisés et plus éduqués sont capables de renverser cette tendance en prenant en compte cet aspect du problème dans leur vie quotidienne.",,C1,C1,C1
742,"On a ainsi constaté, chez les femmes urbaines de haut niveau socio-économique, au Brésil, 28 % de réduction de la surcharge pondérale de 1989 à 1997.",,C1,C1,C1
743,"Au final, explique Francis Delpeuch, ce sont les pauvres qui sont les plus touchés par cette montée de l'obésité, car ils n'ont que très peu de marge de manœuvre.",,C1,C1,C1
744,"Des pauvres, qui, s'ils mangent plus, ne mangent pas mieux.",,C1,C1,C1
745,"""On pensait autrefois que si les régimes alimentaires étaient suffisamment énergétiques, les micronutriments suivraient"", explique ainsi Barbara Burlingame, fonctionnaire principale de la FAO.",,C1,C1,C1
746,"""Mais les gens mangent de plus en plus de nourriture bon marché qui remplit l'estomac, sans fournir à l'organisme les oligo-éléments dont il a besoin"".",,C1,C1,C1
747,"Toutes ces données indiquent ""que le problème de la malnutrition devient plus complexe et que les stratégies de lutte des pays et des organisations internationales devront s'attaquer au triple fardeau qui pèse désormais sur les pays en développement : les maladies infectieuses, les carences alimentaires et les maladies chroniques liées à la surcharge pondérale"", précise Francis Delpeuch.",,C1,C1,C1
748,Les changements dans les systèmes alimentaires - depuis le champ jusqu'à l'assiette - nécessitent aussi de nouvelles politiques.,,C1,C1,C1
749,"Dans ce domaine, la recherche et l'action publique ont un rôle essentiel à jouer.",,B2,B2,B2
750,"Malgré les gains de productivité, la sous-alimentation affecte 840 millions de personnes.",,C1,C1,C1
751,"Malgré la montée des problèmes liés à l'obésité, la priorité absolue de la FAO reste la lutte contre la faim, car 840 millions de personnes continuent de souffrir chroniquement de sous-alimentation.",,C1,C1,C1
752,"""Nous sommes donc bien trop loin de l'objectif fixé en 1996 par le Sommet mondial de l'alimentation, qui souhaitait réduire de moitié d'ici 2015 le nombre des victimes de la faim"", doit expliquer le directeur général de la FAO lors de la Journée mondiale de l'alimentation, jeudi 16 octobre, à Rome.",,C1,C1,C1
753,Jamais auparavant l'humanité n'avait produit autant de nourriture.,,B2,B2,B2
754,"""Et nous disposons de technologies capables d'accroître considérablement la productivité des exploitations agricoles et de mieux maîtriser les ressources en eau"", précise-t-il.",,C1,C1,C1
755,"Ce qui manque, c'est la volonté politique de s'attaquer aux causes profondes de la faim sous toutes ses formes.",,C1,C1,C1
756,"Aussi, la journée du 16 octobre est-elle centrée sur une ""alliance internationale contre la faim"", qui devrait, espère la FAO, jouer un rôle de catalyseur, en mettant en commun les forces de chacun : producteurs d'aliments, consommateurs, organisations internationales, industries agroalimentaires, scientifiques, bailleurs de fonds, groupes religieux et organisations non gouvernementales.",,C1,C1,C1
757,"Si les centaines de millions d'affamés de la planète sont inacceptables, la situation alimentaire internationale donne pourtant, selon les spécialistes, "" des signes lents mais tangibles d'amélioration"".",,C1,C1,C1
758,"Ainsi, en cinquante ans, ""la quantité d'aliments disponible pour chaque habitant de la Terre est passée, en moyenne, de 2 320 à 2 800 kilocalories par jour"", expliquait, en 2002, Bertrand Hervieu, président de l'INRA, devant l'Académie des sciences morales et politiques.",,C1,C1,C1
759,"Une amélioration d'autant plus remarquable que, dans le même temps, la population mondiale a plus que doublé, passant de 2,5 milliards de personnes en 1950 à plus de 6 milliards aujourd'hui.",,C1,C1,C1
760,Nous sommes dans un monde globalement mieux nourri.,,B2,B2,B2
761,"Malheureusement, il ne s'agit que de moyenne.",,B1,B1,B1
762,"Force est de constater que l'écart se creuse entre les pays en développement qui, progressivement, sortent de la pénurie chronique, et ceux qui stagnent ou régressent dans leur combat contre la faim.",,C1,C1,C1
763,"Ainsi, en Amérique latine, en Asie de l'Est et du Sud-Est, et même au sein du sous-continent indien, de gros progrès ont été accomplis depuis trente ans.",,C1,C1,C1
764,Mais les pays les plus défavorisés voient leur situation alimentaire se dégrader inexorablement.,,C1,C1,C1
765,"Le nombre de mal-nourris dans les pays les moins avancés a ainsi doublé au cours des trente dernières années, passant de 116 à 235 millions.",,C1,C1,C1
766,La malnutrition apparaît donc aujourd'hui comme le résultat d'une organisation inadéquate du système économique et politique.,,C1,C1,C1
767,"Les guerres, l'instabilité politique sont pour l'essentiel à l'origine des famines et des situations de pénurie qui règnent aujourd'hui dans le monde, précisait encore Bertrand Hervieu.",,C1,C1,C1
768,"De plus, la malnutrition frappe ceux qui devraient contribuer à nourrir leurs concitoyens : ""Six cents millions de paysans pauvres, victimes de la baisse des prix dictée par la libéralisation des échanges, doivent amputer leurs réserves d'autoconsommation pour renouveler - sans y parvenir bien souvent - leur potentiel de production"".",,C1,C1,C1
769,"Malgré les progrès accomplis, la situation alimentaire mondiale reste donc préoccupante, surtout si on la met en relation avec les données démographiques.",,C1,C1,C1
770,"La population mondiale, malgré un net ralentissement, augmente et elle pourrait atteindre 9,3 milliards de personnes en 2050, et plafonner autour de 10,5 à 11 milliards à la fin du XXIe siècle.",,C1,C1,C1
771,"Or, la croissance démographique concerne surtout les pays en voie de développement, qui connaissent aujourd'hui des problèmes de sous-alimentation et de mauvaise alimentation.",,C1,C1,C1
772,Vous êtes donc à la rédaction d’Inter spécialiste des questions environnementales et nous fêtons aujourd’hui les trente ans du Conservatoire du littoral.,,C1,C1,C1
773,"Depuis 1975 l’établissement public a protégé quoi, à peu près 10% du linéaire côtier du béton.",,C1,C1,C1
